trait	hgnc_symbol
Testosterone_male	SLC2A11
Testosterone_male	EVI5
Testosterone_male	TOMM20
Testosterone_male	ATP2A1
Testosterone_male	DNAI4
Testosterone_male	IL27
Testosterone_male	MIF-AS1
Testosterone_male	ACTR1A
Testosterone_male	MIF
Testosterone_male	FLG-AS1
Testosterone_male	AGO1
Testosterone_male	NPIPB7
Testosterone_male	CRHR1
Testosterone_male	MYPOP
Testosterone_male	RPAP2
Testosterone_male	MTFP1
Testosterone_male	TIA1
Testosterone_male	MFAP3
Testosterone_male	HNRNPA3P9
Testosterone_male	RPL4
Testosterone_male	PEX6
Testosterone_male	CENPX
Testosterone_male	AKR1C4
Testosterone_male	LRRC37A2
Testosterone_male	EPHA2
Testosterone_male	VARS2
Testosterone_male	SP1
Testosterone_male	C9
Testosterone_male	POLK
Testosterone_male	B3GALT9
Testosterone_male	MRE11
Testosterone_male	FAM136A
Testosterone_male	ZGPAT
Testosterone_male	GKAP1
Testosterone_male	ZFAS1
Testosterone_male	EIF3C
Testosterone_male	ALKBH5
Testosterone_male	FDPS
Testosterone_male	CELF2
Testosterone_male	TUBG2
Testosterone_male	ZNF140
Testosterone_male	SIX1
Testosterone_male	ZNF554
Testosterone_male	LINC02210
Testosterone_male	ASH1L
Testosterone_male	HLA-L
Testosterone_male	MAPT
Testosterone_male	CAPZB
Testosterone_male	UCKL1-AS1
Testosterone_male	HNRNPK-AS1
Testosterone_male	NUPR1
Testosterone_male	NME3
Testosterone_male	RGS5
Testosterone_male	LRRC37A
Testosterone_male	KANSL1-AS1
Testosterone_male	PTPMT1
Testosterone_male	NUP85
Testosterone_male	AGO4
Testosterone_male	PRR13
Testosterone_male	RNF215
Testosterone_male	MYEOV
Testosterone_male	ZNF268
Testosterone_male	SHBG
Testosterone_male	PMS2P11
Testosterone_male	PSMC3IP
Testosterone_male	GRB2
Testosterone_male	TBL2
Testosterone_male	TECPR1
Testosterone_male	TUFM
Testosterone_male	HERC4
Testosterone_male	ZC3H7A
Testosterone_male	UPK3BP1
Testosterone_male	SDHB
Testosterone_male	TTC28
Testosterone_male	KLF5
Testosterone_male	SPOCD1
Testosterone_male	FOLR1
Testosterone_male	JADE2
Testosterone_male	CYP3A7
Testosterone_male	MFSD3
Testosterone_male	DDR1
Testosterone_male	RPL24P4
Testosterone_male	SEPTIN7P11
Testosterone_male	PPP1R10
Testosterone_male	PRRG2
Testosterone_male	OSGIN1
Testosterone_male	STMN3
Testosterone_male	TNFRSF6B
Testosterone_male	SYT11
Testosterone_male	TMEM256
Testosterone_male	DDT
Testosterone_male	ZNF142
Testosterone_male	SLC25A47
Testosterone_male	ADH5
Testosterone_male	RMI1
Testosterone_male	MAPK8IP1P1
Testosterone_male	CRIP3
Testosterone_male	MAPK8IP1P2
Testosterone_male	CNTNAP1
Testosterone_male	FAIM
Testosterone_male	THOP1
Testosterone_male	REEP2
Testosterone_male	MIR4435-2HG
Testosterone_male	GGA3
Testosterone_male	KLHL31
Testosterone_male	CEP192-DT
Testosterone_male	IP6K3
Testosterone_male	WHRN
Testosterone_male	PPT2
Testosterone_male	ERMP1
Testosterone_male	C2orf42
Testosterone_male	DRG2
Testosterone_male	CLN3
Testosterone_male	FGGY-DT
Testosterone_male	FLG
Testosterone_male	SAE1
Testosterone_male	NFATC2IP
Testosterone_male	CCZ1B
Testosterone_male	LINC01117
Testosterone_male	COG5
Testosterone_male	DOCK1
Testosterone_male	SSU72
Testosterone_male	LIPA
Testosterone_male	HOXD9
Testosterone_male	PLXND1
Testosterone_male	RABGAP1
Testosterone_male	CDC16
Testosterone_male	LINC01595
Testosterone_male	ZNF394
Testosterone_male	USP43
Testosterone_male	SULT2A1
Testosterone_male	FRS3
Testosterone_male	RXRA
Testosterone_male	IL27RA
Testosterone_male	RBM34
Testosterone_male	EVI2B
Testosterone_male	UQCC2
Testosterone_male	MIF4GD-DT
Testosterone_male	BAIAP2L1
Testosterone_male	C1orf216
Testosterone_male	ZNF654
Testosterone_male	RCN3
Testosterone_male	PPP1R16A
Testosterone_male	MKRN2
Testosterone_male	IL20RA
Testosterone_male	BYSL
Testosterone_male	C2orf16
Testosterone_male	SNRPG
Testosterone_male	ARL17A
Testosterone_male	LEPROT
Testosterone_male	DND1P1
Testosterone_male	ATP2A1-AS1
Testosterone_male	FAM118A
Testosterone_male	PLPP6
Testosterone_male	DOK7
Testosterone_male	EIF3CL
Testosterone_male	MIR193BHG
Testosterone_male	DNAJC27-AS1
Testosterone_male	STK19B
Testosterone_male	RAF1
Testosterone_male	FCGRT
Testosterone_male	DIP2B
Testosterone_male	HMGCR
Testosterone_male	INKA2
Testosterone_male	ATF7IP
Testosterone_male	DENND6B
Testosterone_male	SNHG7
Testosterone_male	RETREG3
Testosterone_male	NUF2
Testosterone_male	BMP8A
Testosterone_male	GPT
Testosterone_male	RECQL4
Testosterone_male	ZMYM4
Testosterone_male	DNMBP
Testosterone_male	TUBGCP2
Testosterone_male	ADAR
Testosterone_male	LINC01229
Testosterone_male	PDE2A
Testosterone_male	LPIN3
Testosterone_male	CRAMP1
Testosterone_male	SIVA1
Testosterone_male	HAUS6
Testosterone_male	HLA-A
Testosterone_male	DET1
Testosterone_male	SBK1
Testosterone_male	KLHL38
Testosterone_male	CD44-DT
Testosterone_male	PGC
Testosterone_male	JMJD1C
Testosterone_male	ZBTB10
Testosterone_male	ZNF652
Testosterone_male	SGTA
Testosterone_male	CSTPP1
Testosterone_male	DTX2P1
Testosterone_male	EMILIN3
Testosterone_male	CALCRL
Testosterone_male	YES1
Testosterone_male	STK19
Testosterone_male	PMS2
Testosterone_male	MANSC4
Testosterone_male	HLA-E
Testosterone_male	MIF4GD
Testosterone_male	NSFP1
Testosterone_male	ESYT3
Testosterone_male	MMUT
Testosterone_male	ZC3H4
Testosterone_male	CASTOR1
Testosterone_male	ARAP1-AS2
Testosterone_male	IQCE
Testosterone_male	TMEM204
Testosterone_male	LIME1
Testosterone_male	ETF1
Testosterone_male	MST1
Testosterone_male	RPP25L
Testosterone_male	TFPI
Testosterone_male	SCARB2
Testosterone_male	GNG12
Testosterone_male	NFX1
Testosterone_male	HNRNPK
Testosterone_male	ARNT
Testosterone_male	PCCB
Testosterone_male	MRAS
Testosterone_male	TNKS2
Testosterone_male	GLIS3
Testosterone_male	TFAP2E
Testosterone_male	CCDC157
Testosterone_male	TRIM58
Testosterone_male	HSD17B1
Testosterone_male	REN
Testosterone_male	ZKSCAN5
Testosterone_male	SLC22A3
Testosterone_male	SAMM50
Testosterone_male	CHST10
Testosterone_male	LRRC37A4P
Testosterone_male	SULT1A1
Testosterone_male	MIER1
Testosterone_male	REEP3
Testosterone_male	DAP
Testosterone_male	CPSF4
Testosterone_male	HNF4A
Testosterone_male	ZBTB42
Testosterone_male	CHRNB2
Testosterone_male	NME9
Testosterone_male	LPIN2
Testosterone_male	AGPAT1
Testosterone_male	ADCY3
Testosterone_male	MTX1P1
Testosterone_male	FAM47E
Testosterone_male	RUSC1-AS1
Testosterone_male	SPPL2C
Testosterone_male	THBS3
Testosterone_male	LIN28B-AS1
Testosterone_male	NPIPB9
Testosterone_male	MAPK8IP3-AS1
Testosterone_male	SLC2A4RG
Testosterone_male	MYNN
Testosterone_male	C14orf180
Testosterone_male	MAU2
Testosterone_male	PDCD6P1
Testosterone_male	ZNF512B
Testosterone_male	LRP4
Testosterone_male	C9orf64
Testosterone_male	NAGLU
Testosterone_male	ARHGAP27
Testosterone_male	TXNDC11
Testosterone_male	CREB1
Testosterone_male	DIS3L
Testosterone_male	TH
Testosterone_male	ST8SIA3
Testosterone_male	TNFSF10
Testosterone_male	EIF4E2
Testosterone_male	DDTL
Testosterone_male	CALCRL-AS1
Testosterone_male	TXNDC15
Testosterone_male	TMEM147
Testosterone_male	FBXL22
Testosterone_male	GPAM
Testosterone_male	ATF1
Testosterone_male	MAPT-IT1
Testosterone_male	EIF4A1
Testosterone_male	SFTA2
Testosterone_male	PALM3
Testosterone_male	LEPR
Testosterone_male	DDX27
Testosterone_male	KAT5
Testosterone_male	DGKB
Testosterone_male	FMNL1
Testosterone_male	ARAP1
Testosterone_male	MYO15A
Testosterone_male	SEC14L2
Testosterone_male	TSTD3
Testosterone_male	PIK3CB
Testosterone_male	DNAJC5
Testosterone_male	SSR1
Testosterone_male	RETREG2
Testosterone_male	EIF3M
Testosterone_male	GNMT
Testosterone_male	ZFAND2A
Testosterone_male	LINC02976
Testosterone_male	UBQLN1
Testosterone_male	ATG9A
Testosterone_male	ABCB6
Testosterone_male	TBC1D10A
Testosterone_male	PBX2
Testosterone_male	ZBTB26
Testosterone_male	RPL22P1
Testosterone_male	LRRC14
Testosterone_male	ORM1
Testosterone_male	EGR1
Testosterone_male	AK4P1
Testosterone_male	BCL2L12
Testosterone_male	FMNL1-DT
Testosterone_male	C1orf146
Testosterone_male	MST1R
Testosterone_male	ARID4B
Testosterone_male	CNPPD1
Testosterone_male	LONRF2
Testosterone_male	RAB11FIP4
Testosterone_male	PLEKHM1
Testosterone_male	HGF
Testosterone_male	TAF1D
Testosterone_male	ZNF652-AS1
Testosterone_male	MIR3934
Testosterone_male	GALNT10
Testosterone_male	FOXF2-DT
Testosterone_male	MAPK8IP3
Testosterone_male	PRX
Testosterone_male	PPP1R18
Testosterone_male	COASY
Testosterone_male	LINC01948
Testosterone_male	HPN
Testosterone_male	SMYD2
Testosterone_male	MPDU1
Testosterone_male	FAM177A1
Testosterone_male	CEP70
Testosterone_male	AQP3
Testosterone_male	FOXH1
Testosterone_male	DNASE1
Testosterone_male	OMG
Testosterone_male	C8orf82
Testosterone_male	GABPB2
Testosterone_male	CENPQ
Testosterone_male	EIF4B
Testosterone_male	NANOS2
Testosterone_male	MAPT-AS1
Testosterone_male	UPK3A
Testosterone_male	HIPK4
Testosterone_male	RIC1
Testosterone_male	ARHGEF19
Testosterone_male	ANKRD49
Testosterone_male	RPL26P19
Testosterone_male	ZNF516-AS1
Testosterone_male	PREX1
Testosterone_male	ZHX3
Testosterone_male	ZDHHC6
Testosterone_male	PABPC4
Testosterone_male	APLNR
Testosterone_male	PELO
Testosterone_male	ASPSCR1
Testosterone_male	RPL23AP80
Testosterone_male	ARL17B
Testosterone_male	MTND4LP30
Testosterone_male	EIF2AK1
Testosterone_male	LIN28B
Testosterone_male	HFE
Testosterone_male	KISS1
Testosterone_male	RORB
Testosterone_male	AIMP2
Testosterone_male	SIX4
Testosterone_male	SLN
Testosterone_male	TEKT2
Testosterone_male	CPLANE2
Testosterone_male	PLBD1
Testosterone_male	TNFSF12
Testosterone_male	GEM
Testosterone_male	ATXN2L
Testosterone_male	PCGF3-AS1
Testosterone_male	C1orf56
Testosterone_male	AUH
Testosterone_male	FXR2
Testosterone_male	SNORD35B
Testosterone_male	MLX
Testosterone_male	TIMP4
Testosterone_male	GAS8
Testosterone_male	NBL1
Testosterone_male	IFITM1
Testosterone_male	SERPINF1
Testosterone_male	GTF3C2
Testosterone_male	ATP13A2
Testosterone_male	HHLA2
Testosterone_male	STH
Testosterone_male	MSTO1
Testosterone_male	KLHL8
Testosterone_male	MUCL3
Testosterone_male	PAQR8
Testosterone_male	FRK
Testosterone_male	IDH3B-DT
Testosterone_male	SIRT1
Testosterone_male	KRT8P26
Testosterone_male	CD53
Testosterone_male	ANXA9
Testosterone_male	PCYOX1
Testosterone_male	SLC12A9
Testosterone_male	RPS12P20
Testosterone_male	SEH1L
Testosterone_male	MAFTRR
Testosterone_male	INS-IGF2
Testosterone_male	LINC00404
Testosterone_male	WDR11-DT
Testosterone_male	TGFBR3L
Testosterone_male	RESF1
Testosterone_male	MSL2
Testosterone_male	NFKBIA
Testosterone_male	JMJD1C-AS1
Testosterone_male	CD276
Testosterone_male	CUTALP
Testosterone_male	CHD9
Testosterone_male	NSMCE4A
Testosterone_male	ITGA1
Testosterone_male	BPTF
Testosterone_male	AZU1
Testosterone_male	ANKRD61
Testosterone_male	PSMD5
Testosterone_male	HTR1F
Testosterone_male	TMEM176B
Testosterone_male	RPSAP52
Testosterone_male	MGRN1
Testosterone_male	R3HDM2
Testosterone_male	NT5DC1
Testosterone_male	TGFBR1
Testosterone_male	GALNT12
Testosterone_male	GCLC
Testosterone_male	HLX-AS1
Testosterone_male	HMGA2-AS1
Testosterone_male	FBXW2
Testosterone_male	RIT1
Testosterone_male	PLPP2
Testosterone_male	DAND5
Testosterone_male	METTL15
Testosterone_male	SUMO2
Testosterone_male	DIPK1B
Testosterone_male	DAP3
Testosterone_male	SLC35F2
Testosterone_male	ATG16L2
Testosterone_male	MBNL1
Testosterone_male	TIPIN
Testosterone_male	SLC22A7
Testosterone_male	EGFL8
Testosterone_male	AGO3
Testosterone_male	HLA-T
Testosterone_male	KANSL1
Testosterone_male	DPP9
Testosterone_male	ARNTL
Testosterone_male	SIPA1
Testosterone_male	NAB1
Testosterone_male	ATP5PBP5
Testosterone_male	PADI2
Testosterone_male	BRD3OS
Testosterone_male	SOX1-OT
Testosterone_male	EPHA2-AS1
Testosterone_male	CHEK2
Testosterone_male	SPSB3
Testosterone_male	COL8A2
Testosterone_male	RNF5
Testosterone_male	IFT57
Testosterone_male	CDC37P2
Testosterone_male	RANBP6
Testosterone_male	PCBP2
Testosterone_male	MTARC1
Testosterone_male	YAP1
Testosterone_male	HOMEZ
Testosterone_male	WDR88
Testosterone_male	PIWIL4
Testosterone_male	MIRLET7IHG
Testosterone_male	DCAF16
Testosterone_male	RN7SL541P
Testosterone_male	HNF1A
Testosterone_male	FUT4
Testosterone_male	SUGP1
Testosterone_male	ZNF10
Testosterone_male	ADH4
Testosterone_male	TRIP6
Testosterone_male	TMEM14EP
Testosterone_male	PIAS2
Testosterone_male	CNPY3
Testosterone_male	NPFF
Testosterone_male	ZFAND2B
Testosterone_male	JHY
Testosterone_male	TFEB
Testosterone_male	NRBF2
Testosterone_male	HMGA2
Testosterone_male	GLMN
Testosterone_male	C1orf94
Testosterone_male	GFI1
Testosterone_male	HGFAC
Testosterone_male	PRSS42P
Testosterone_male	TRIM38
Testosterone_male	CCNYL1
Testosterone_male	TREH
Testosterone_male	SGF29
Testosterone_male	ITPR3
Testosterone_male	TMEM40
Testosterone_male	ZMIZ1-AS1
Testosterone_male	RPL28
Testosterone_male	UBE2H
Testosterone_male	QARS1
Testosterone_male	TNKS1BP1
Testosterone_male	ACTG1P20
Testosterone_male	SRP54
Testosterone_male	AMHR2
Testosterone_male	FAM215B
Testosterone_male	DNAJB3
Testosterone_male	ANXA10
Testosterone_male	GPR83
Testosterone_male	MCPH1-DT
Testosterone_male	DCAF6
Testosterone_male	NCOA6
Testosterone_male	ADPRS
Testosterone_male	AKNA
Testosterone_male	HSCB
Testosterone_male	PYGO1
Testosterone_male	SF3A1
Testosterone_male	SOX11
Testosterone_male	C1orf147
Testosterone_male	FAM189B
Testosterone_male	TNFSF13
Testosterone_male	LINC02962
Testosterone_male	MAP3K12
Testosterone_male	PIAS4
Testosterone_male	KCNMB1
Testosterone_male	DLK2
Testosterone_male	SLC35D1
Testosterone_male	RPS11
Testosterone_male	NR1H3
Testosterone_male	ANKRD55
Testosterone_male	GCKR
Testosterone_male	UBXN2B
Testosterone_male	PHETA1
Testosterone_male	ENPP3
Testosterone_male	LPAL2
Testosterone_male	UGT2B17
Testosterone_male	ARHGAP10
Testosterone_male	RNASEH2C
Testosterone_male	PEX2
Testosterone_male	HNF1A-AS1
Testosterone_male	GPR180
Testosterone_male	TUSC8
Testosterone_male	NPR2
Testosterone_male	STRIT1
Testosterone_male	GON4L
Testosterone_male	TNS2-AS1
Testosterone_male	LLGL1
Testosterone_male	MYT1
Testosterone_male	RPS3AP38
Testosterone_male	ANO7L1
Testosterone_male	HLX
Testosterone_male	USP37
Testosterone_male	SLC39A3
Testosterone_male	SHE
Testosterone_male	TNKS
Testosterone_male	RDH16
Testosterone_male	STARD10
Testosterone_male	STBD1
Testosterone_male	ORM2
Testosterone_male	TUBG1
Testosterone_male	FOSL2-AS1
Testosterone_male	CDIN1
Testosterone_male	TATDN1P1
Testosterone_male	NRBP1
Testosterone_male	SAT2
Testosterone_male	IL11RA
Testosterone_male	SALL4P7
Testosterone_male	TCF12
Testosterone_male	YY1AP1
Testosterone_male	SLC12A9-AS1
Testosterone_male	INHBE
Testosterone_male	BANP
Testosterone_male	SIX6
Testosterone_male	BUD31
Testosterone_male	CFB
Testosterone_male	PDE3A
Testosterone_male	HOXC8
Testosterone_male	BCL2L2
Testosterone_male	INHBA
Testosterone_male	TNXA
Testosterone_male	LEMD2
Testosterone_male	LARP4
Testosterone_male	CLUAP1
Testosterone_male	HERC3
Testosterone_male	TGDS
Testosterone_male	DCST2
Testosterone_male	RCOR3
Testosterone_male	SALRNA1
Testosterone_male	HCG4B
Testosterone_male	IFT172
Testosterone_male	CD68
Testosterone_male	FAM186A
Testosterone_male	PDE1C
Testosterone_male	STAC3
Testosterone_male	CUX2
Testosterone_male	SOX6
Testosterone_male	ASB3
Testosterone_male	PWP1
Testosterone_male	FKBPL
Testosterone_male	ARFGEF2
Testosterone_male	HPN-AS1
Testosterone_male	RPS20P22
Testosterone_male	MIR202HG
Testosterone_male	GPR162
Testosterone_male	SENP3
Testosterone_male	CCR10
Testosterone_male	WASF5P
Testosterone_male	RABEP2
Testosterone_male	LINC01116
Testosterone_male	DNM3OS
Testosterone_male	GPER1
Testosterone_male	PDAP1
Testosterone_male	AKR1C3
Testosterone_male	MICOS10
Testosterone_male	LRRC55
Testosterone_male	SNORD10
Testosterone_male	ZC3H10
Testosterone_male	SNORA55
Testosterone_male	SPNS1
Testosterone_male	CHD7
Testosterone_male	MCMBP
Testosterone_male	YJEFN3
Testosterone_male	CEP192
Testosterone_male	PNPLA3
Testosterone_male	MYBBP1A
Testosterone_male	GSTT2
Testosterone_male	FGFBP2
Testosterone_male	RPL7P19
Testosterone_male	PLEKHH3
Testosterone_male	OXCT2P1
Testosterone_male	MIR130AHG
Testosterone_male	CYP19A1
Testosterone_male	SNAPC5
Testosterone_male	NPIPB6
Testosterone_male	PAOX
Testosterone_male	FNDC4
Testosterone_male	RASSF5
Testosterone_male	GBAP1
Testosterone_male	UGT1A4
Testosterone_male	ASCL4
Testosterone_male	TMED5
Testosterone_male	DDX19B
Testosterone_male	DR1
Testosterone_male	RC3H2
Testosterone_male	FTO
Testosterone_male	TMEM160
Testosterone_male	CHCHD7
Testosterone_male	HDHD2
Testosterone_male	IER3
Testosterone_male	RFNG
Testosterone_male	CYP21A1P
Testosterone_male	HLA-V
Testosterone_male	MED20
Testosterone_male	ITGB4
Testosterone_male	MRPL35P2
Testosterone_male	PSMB8
Testosterone_male	PPP2R5D
Testosterone_male	TAP2
Testosterone_male	MKRN2OS
Testosterone_male	KCNIP4
Testosterone_male	MLYCD
Testosterone_male	SLC17A2
Testosterone_male	ESR1
Testosterone_male	MAP2K1
Testosterone_male	WWP2
Testosterone_male	ZNRF3
Testosterone_male	ZNFX1
Testosterone_male	LGR4
Testosterone_male	EMP3
Testosterone_male	MED23
Testosterone_male	TRIM53CP
Testosterone_male	C16orf96
Testosterone_male	GNRHR2P1
Testosterone_male	GPSM3
Testosterone_male	PRDM13
Testosterone_male	HCG21
Testosterone_male	KRTCAP3
Testosterone_male	NOTUM
Testosterone_male	CCNC
Testosterone_male	ASRGL1
Testosterone_male	SCGB2A1
Testosterone_male	SERTAD2
Testosterone_male	MAD1L1
Testosterone_male	GLIS3-AS2
Testosterone_male	PPIAP72
Testosterone_male	INHBC
Testosterone_male	SCAF1
Testosterone_male	ACSL5
Testosterone_male	COL15A1
Testosterone_male	TMPRSS11D
Testosterone_male	ROGDI
Testosterone_male	AKT1
Testosterone_male	TMEM225B
Testosterone_male	USP3-AS1
Testosterone_male	QSOX2
Testosterone_male	VIL1
Testosterone_male	FOSL2
Testosterone_male	GBA
Testosterone_male	SCAMP3
Testosterone_male	YY1
Testosterone_male	ARHGAP39
Testosterone_male	PLCG1-AS1
Testosterone_female	ABCA8
Testosterone_female	AKR1C3
Testosterone_female	LINC01270
Testosterone_female	USP48
Testosterone_female	FOXF2
Testosterone_female	EIF2S2P3
Testosterone_female	ST3GAL5
Testosterone_female	SLC16A9
Testosterone_female	CCDC40
Testosterone_female	HHEX
Testosterone_female	PRMT6
Testosterone_female	VAMP3
Testosterone_female	RSPO3
Testosterone_female	RGS19
Testosterone_female	NOA1
Testosterone_female	MIR3677HG
Testosterone_female	DRAM2
Testosterone_female	BRWD1-AS2
Testosterone_female	NOC3L
Testosterone_female	NIBAN2
Testosterone_female	PPP1R14B-AS1
Testosterone_female	NEIL1
Testosterone_female	SOAT1
Testosterone_female	MAP1A
Testosterone_female	TPH1
Testosterone_female	BCL7B
Testosterone_female	VSNL1
Testosterone_female	PSMG1
Testosterone_female	TMEM52
Testosterone_female	CFAP119
Testosterone_female	MPND
Testosterone_female	RNF40
Testosterone_female	PRR14
Testosterone_female	BRMS1
Testosterone_female	RIT1
Testosterone_female	SNUPN
Testosterone_female	MAN2C1
Testosterone_female	FBXO43
Testosterone_female	GTF2H1
Testosterone_female	KLLN
Testosterone_female	CYP17A1
Testosterone_female	MLXIPL
Testosterone_female	CTBP1
Testosterone_female	REST
Testosterone_female	SFT2D2
Testosterone_female	BAHD1
Testosterone_female	PLEKHM3
Testosterone_female	HLA-C
Testosterone_female	TNFSF13
Testosterone_female	ST3GAL5-AS1
Testosterone_female	ZNF703
Testosterone_female	PDE8A
Testosterone_female	DLL1
Testosterone_female	RGS14
Testosterone_female	CAPZA1
Testosterone_female	ERMP1
Testosterone_female	SHBG
Testosterone_female	CHI3L2
Testosterone_female	PANK3
Testosterone_female	SPAG1
Testosterone_female	CEPT1
Testosterone_female	OPRL1
Testosterone_female	IGLV7-46
Testosterone_female	LRRC37A17P
Testosterone_female	CYB5A
Testosterone_female	FKBP2
Testosterone_female	LMAN2
Testosterone_female	TBL2
Testosterone_female	ZFP36L1
Testosterone_female	CTCF
Testosterone_female	KRT87P
Testosterone_female	GON4L
Testosterone_female	TRMU
Testosterone_female	ZNF318
Testosterone_female	PPA1
Testosterone_female	MCM9
Testosterone_female	ASF1A
Testosterone_female	SLC25A37
Testosterone_female	POR
Testosterone_female	VAT1L
Testosterone_female	ADCY6
Testosterone_female	RNF19A
Testosterone_female	LRP5
Testosterone_female	AGPS
Testosterone_female	SLC51A
Testosterone_female	WDR37
Testosterone_female	MSH6
Testosterone_female	NFE2L2
Testosterone_female	CYP11B1
Testosterone_female	RAD51AP2
Testosterone_female	GSTA5
Testosterone_female	ZDHHC19
Testosterone_female	MTHFD1
Testosterone_female	PDZRN3
Testosterone_female	SLC25A5P1
Testosterone_female	GSTA1
Testosterone_female	FBN2
Testosterone_female	NFKB1
Testosterone_female	LARP4B
Testosterone_female	CUTALP
Testosterone_female	LINC02453
Testosterone_female	CDPF1
Testosterone_female	BCL7C
Testosterone_female	HPS5
Testosterone_female	RPAP2
Testosterone_female	GTSE1-DT
Testosterone_female	VEGFC
Testosterone_female	RPL11P3
Testosterone_female	BRWD1
Testosterone_female	CD24
Testosterone_female	FGF9
Testosterone_female	COQ10B
Testosterone_female	ADCY9
Testosterone_female	AS3MT
Testosterone_female	C2orf16
Testosterone_female	HDAC7
Testosterone_female	NGF-AS1
Testosterone_female	AKR1B10
Testosterone_female	FGF7
Testosterone_female	B3GNT2
Testosterone_female	DPEP2
Testosterone_female	GYS1
Testosterone_female	KIAA2026
Testosterone_female	NDUFA6-DT
Testosterone_female	RPL21P23
Testosterone_female	DOCK5
Testosterone_female	SFTPB
Testosterone_female	ENKD1
Testosterone_female	JMJD1C
Testosterone_female	LINC00881
Testosterone_female	BPGM
Testosterone_female	EVI5
Testosterone_female	IVD
Testosterone_female	SOX15
Testosterone_female	NRBF2
Testosterone_female	ROR2
Testosterone_female	TRPT1
Testosterone_female	LINC01126
Testosterone_female	C2CD2
Testosterone_female	SLC22A18
Testosterone_female	LHB
Testosterone_female	DPP8
Testosterone_female	LEF1
Testosterone_female	ATP6V0D1
Testosterone_female	SRP14-DT
Testosterone_female	IQCN
Testosterone_female	RDX
Testosterone_female	PTRHD1
Testosterone_female	RPE65
Testosterone_female	TP53BP1
Testosterone_female	HMGN1
Testosterone_female	ST7L
Testosterone_female	BAG6
Testosterone_female	REEP3
Testosterone_female	RAB25
Testosterone_female	UBQLN4
Testosterone_female	DUS2
Testosterone_female	PPP1R14B
Testosterone_female	CDC37
Testosterone_female	PRDX5
Testosterone_female	MAP6D1
Testosterone_female	BIK
Testosterone_female	PIN4P1
Testosterone_female	IDI2-AS1
Testosterone_female	CENPO
Testosterone_female	KCNK4
Testosterone_female	SSR2
Testosterone_female	CPPED1
Testosterone_female	SAAL1
Testosterone_female	DDX49
Testosterone_female	LINC01819
Testosterone_female	ZNF768
Testosterone_female	CYP2C8
Testosterone_female	EIF4A1
Testosterone_female	MICA
Testosterone_female	DNAJC4
Testosterone_female	CYP2D7
Testosterone_female	VARS2
Testosterone_female	GNAQ
Testosterone_female	PER3
Testosterone_female	SDC1
Testosterone_female	MLANA
Testosterone_female	TCF19
Testosterone_female	CYP2D6
Testosterone_female	DISP2
Testosterone_female	BORCS7
Testosterone_female	KNSTRN
Testosterone_female	LINC01948
Testosterone_female	SSH2
Testosterone_female	RNPS1
Testosterone_female	DHFRP2
Testosterone_female	TEAD1
Testosterone_female	TGFB2-AS1
Testosterone_female	VEGFB
Testosterone_female	TMEM266
Testosterone_female	PDE2A
Testosterone_female	SENP3
Testosterone_female	TMEM120A
Testosterone_female	MPDU1
Testosterone_female	GTPBP4
Testosterone_female	PLCB3
Testosterone_female	SPPL2A
Testosterone_female	LINC01219
Testosterone_female	HSD3B7
Testosterone_female	ARID1B
Testosterone_female	MORN3
Testosterone_female	CDKN2C
Testosterone_female	MOV10
Testosterone_female	ARHGEF2-AS2
Testosterone_female	UVSSA
Testosterone_female	SIN3A
Testosterone_female	CRIP3
Testosterone_female	AKR1C1
Testosterone_female	SPTLC1
Testosterone_female	PKDCC
Testosterone_female	PPM1J
Testosterone_female	TMEM221
Testosterone_female	SMDT1
Testosterone_female	SRCAP
Testosterone_female	FGFR1
Testosterone_female	SNRPD2
Testosterone_female	PDE4C
Testosterone_female	SLC22A7
Testosterone_female	TJAP1
Testosterone_female	PELATON
Testosterone_female	TNFSF12
Testosterone_female	IGF2-AS
Testosterone_female	FAM120B
Testosterone_female	C17orf67
Testosterone_female	POLR2K
Testosterone_female	HYPK
Testosterone_female	GTF3C2
Testosterone_female	RTCB
Testosterone_female	BAK1
Testosterone_female	CCHCR1
Testosterone_female	EIF4G3
Testosterone_female	FAF1
Testosterone_female	MXD3
Testosterone_female	PINX1-DT
Testosterone_female	WBP2NL
Testosterone_female	RAB11A
Testosterone_female	SLC6A6
Testosterone_female	TGFB2
Testosterone_female	ALDH1L1
Testosterone_female	RFTN2
Testosterone_female	MRGPRX3
Testosterone_female	NCOR2
Testosterone_female	ZMIZ1-AS1
Testosterone_female	DENND2D
Testosterone_female	DENND4A
Testosterone_female	MIR193BHG
Testosterone_female	IQGAP1
Testosterone_female	RPSAP31
Testosterone_female	SH3TC1
Testosterone_female	WLS
Testosterone_female	PDE2A-AS2
Testosterone_female	HSPD1
Testosterone_female	C6orf15
Testosterone_female	KCTD9
Testosterone_female	IGLV8-61
Testosterone_female	RUVBL2
Testosterone_female	PLSCR3
Testosterone_female	DHRS7B
Testosterone_female	PHKG2
Testosterone_female	PTPRF
Testosterone_female	EFCAB5
Testosterone_female	TBX19
Testosterone_female	DCAF12
Testosterone_female	CEP95
Testosterone_female	LEF1-AS1
Testosterone_female	CNNM2
Testosterone_female	ARHGEF2-AS1
Testosterone_female	PON1
Testosterone_female	KHDC4
Testosterone_female	LINC01624
Testosterone_female	SLC12A4
Testosterone_female	SECISBP2L
